image_id,label
river_587.jpg,river
river_928.jpg,river
bridge_241.jpg,bridge
building_524.jpg,HighBuilding
hydropower_794.jpg,DapThuyDien
hydropower_782.jpg,DapThuyDien
river_889.jpg,river
river_508.jpg,river
house_121.jpg,house
river_615.jpg,river
hydropower_233.jpg,DapThuyDien
river_60.jpg,river
house_927.jpg,house
bridge_765.jpg,bridge
building_536.jpg,HighBuilding
building_811.jpg,HighBuilding
house_958.jpg,house
river_184.jpg,river
bridge_615.jpg,bridge
building_677.jpg,HighBuilding
building_632.jpg,HighBuilding
house_347.jpg,house
hydropower_884.jpg,DapThuyDien
bridge_979.jpg,bridge
bridge_543.jpg,bridge
building_714.jpg,HighBuilding
house_698.jpg,house
river_129.jpg,river
river_196.jpg,river
building_139.jpg,HighBuilding
bridge_367.jpg,bridge
river_216.jpg,river
building_220.jpg,HighBuilding
building_126.jpg,HighBuilding
river_448.jpg,river
river_780.jpg,river
house_262.jpg,house
building_707.jpg,HighBuilding
building_494.jpg,HighBuilding
house_345.jpg,house
river_460.jpg,river
building_444.jpg,HighBuilding
house_653.jpg,house
river_821.jpg,river
hydropower_861.jpg,DapThuyDien
hydropower_217.jpg,DapThuyDien
hydropower_889.jpg,DapThuyDien
building_910.jpg,HighBuilding
building_814.jpg,HighBuilding
hydropower_484.jpg,DapThuyDien
river_455.jpg,river
building_35.jpg,HighBuilding
house_599.jpg,house
house_35.jpg,house
house_396.jpg,house
river_708.jpg,river
building_150.jpg,HighBuilding
building_721.jpg,HighBuilding
house_12.jpg,house
house_363.jpg,house
river_55.jpg,river
hydropower_29.jpg,DapThuyDien
house_904.jpg,house
river_496.jpg,river
house_39.jpg,house
house_404.jpg,house
river_550.jpg,river
building_622.jpg,HighBuilding
bridge_646.jpg,bridge
river_154.jpg,river
hydropower_89.jpg,DapThuyDien
building_131.jpg,HighBuilding
bridge_191.jpg,bridge
bridge_819.jpg,bridge
bridge_58.jpg,bridge
building_575.jpg,HighBuilding
building_456.jpg,HighBuilding
house_950.jpg,house
river_338.jpg,river
river_760.jpg,river
building_797.jpg,HighBuilding
hydropower_519.jpg,DapThuyDien
bridge_660.jpg,bridge
river_859.jpg,river
building_233.jpg,HighBuilding
building_132.jpg,HighBuilding
house_582.jpg,house
bridge_332.jpg,bridge
hydropower_589.jpg,DapThuyDien
bridge_720.jpg,bridge
river_628.jpg,river
house_624.jpg,house
house_25.jpg,house
house_224.jpg,house
building_662.jpg,HighBuilding
house_375.jpg,house
hydropower_177.jpg,DapThuyDien
river_423.jpg,river
house_797.jpg,house
river_249.jpg,river
house_315.jpg,house
building_619.jpg,HighBuilding
river_799.jpg,river
river_178.jpg,river
hydropower_134.jpg,DapThuyDien
hydropower_1000.jpg,DapThuyDien
bridge_672.jpg,bridge
hydropower_793.jpg,DapThuyDien
building_325.jpg,HighBuilding
river_123.jpg,river
building_708.jpg,HighBuilding
building_63.jpg,HighBuilding
river_66.jpg,river
hydropower_528.jpg,DapThuyDien
river_703.jpg,river
bridge_792.jpg,bridge
house_52.jpg,house
hydropower_416.jpg,DapThuyDien
river_399.jpg,river
river_268.jpg,river
bridge_167.jpg,bridge
house_330.jpg,house
hydropower_461.jpg,DapThuyDien
river_740.jpg,river
building_818.jpg,HighBuilding
house_468.jpg,house
bridge_764.jpg,bridge
hydropower_419.jpg,DapThuyDien
bridge_894.jpg,bridge
hydropower_413.jpg,DapThuyDien
hydropower_126.jpg,DapThuyDien
bridge_480.jpg,bridge
bridge_434.jpg,bridge
house_510.jpg,house
bridge_738.jpg,bridge
river_13.jpg,river
river_605.jpg,river
bridge_786.jpg,bridge
hydropower_255.jpg,DapThuyDien
house_319.jpg,house
river_417.jpg,river
building_378.jpg,HighBuilding
bridge_307.jpg,bridge
building_852.jpg,HighBuilding
building_188.jpg,HighBuilding
bridge_270.jpg,bridge
house_910.jpg,house
hydropower_80.jpg,DapThuyDien
hydropower_215.jpg,DapThuyDien
house_926.jpg,house
hydropower_613.jpg,DapThuyDien
hydropower_210.jpg,DapThuyDien
house_369.jpg,house
hydropower_206.jpg,DapThuyDien
river_942.jpg,river
house_748.jpg,house
bridge_921.jpg,bridge
building_620.jpg,HighBuilding
house_571.jpg,house
hydropower_883.jpg,DapThuyDien
building_659.jpg,HighBuilding
building_228.jpg,HighBuilding
bridge_712.jpg,bridge
hydropower_631.jpg,DapThuyDien
building_563.jpg,HighBuilding
river_236.jpg,river
building_305.jpg,HighBuilding
building_704.jpg,HighBuilding
building_655.jpg,HighBuilding
house_956.jpg,house
bridge_570.jpg,bridge
river_984.jpg,river
hydropower_984.jpg,DapThuyDien
bridge_285.jpg,bridge
hydropower_633.jpg,DapThuyDien
house_387.jpg,house
building_514.jpg,HighBuilding
house_855.jpg,house
hydropower_506.jpg,DapThuyDien
building_841.jpg,HighBuilding
building_737.jpg,HighBuilding
bridge_564.jpg,bridge
house_206.jpg,house
house_565.jpg,house
house_216.jpg,house
house_660.jpg,house
river_487.jpg,river
hydropower_862.jpg,DapThuyDien
river_174.jpg,river
building_417.jpg,HighBuilding
hydropower_997.jpg,DapThuyDien
bridge_724.jpg,bridge
hydropower_313.jpg,DapThuyDien
building_329.jpg,HighBuilding
river_209.jpg,river
house_218.jpg,house
river_664.jpg,river
bridge_532.jpg,bridge
river_81.jpg,river
house_714.jpg,house
building_782.jpg,HighBuilding
hydropower_448.jpg,DapThuyDien
house_763.jpg,house
river_120.jpg,river
bridge_689.jpg,bridge
river_801.jpg,river
hydropower_386.jpg,DapThuyDien
building_603.jpg,HighBuilding
house_260.jpg,house
river_481.jpg,river
bridge_509.jpg,bridge
building_594.jpg,HighBuilding
hydropower_296.jpg,DapThuyDien
house_632.jpg,house
bridge_630.jpg,bridge
house_715.jpg,house
hydropower_899.jpg,DapThuyDien
bridge_633.jpg,bridge
hydropower_307.jpg,DapThuyDien
bridge_916.jpg,bridge
house_942.jpg,house
hydropower_256.jpg,DapThuyDien
bridge_492.jpg,bridge
house_744.jpg,house
house_245.jpg,house
hydropower_78.jpg,DapThuyDien
bridge_877.jpg,bridge
bridge_951.jpg,bridge
house_240.jpg,house
building_709.jpg,HighBuilding
building_853.jpg,HighBuilding
building_608.jpg,HighBuilding
house_475.jpg,house
building_339.jpg,HighBuilding
bridge_208.jpg,bridge
building_680.jpg,HighBuilding
building_304.jpg,HighBuilding
hydropower_441.jpg,DapThuyDien
bridge_91.jpg,bridge
bridge_104.jpg,bridge
building_302.jpg,HighBuilding
river_616.jpg,river
building_985.jpg,HighBuilding
building_727.jpg,HighBuilding
bridge_415.jpg,bridge
building_939.jpg,HighBuilding
bridge_153.jpg,bridge
house_573.jpg,house
building_981.jpg,HighBuilding
building_905.jpg,HighBuilding
hydropower_140.jpg,DapThuyDien
building_851.jpg,HighBuilding
river_913.jpg,river
bridge_654.jpg,bridge
bridge_117.jpg,bridge
bridge_627.jpg,bridge
building_338.jpg,HighBuilding
hydropower_19.jpg,DapThuyDien
hydropower_424.jpg,DapThuyDien
house_402.jpg,house
building_679.jpg,HighBuilding
river_602.jpg,river
building_984.jpg,HighBuilding
building_56.jpg,HighBuilding
bridge_706.jpg,bridge
bridge_740.jpg,bridge
house_374.jpg,house
house_921.jpg,house
building_477.jpg,HighBuilding
building_935.jpg,HighBuilding
house_258.jpg,house
house_152.jpg,house
bridge_505.jpg,bridge
building_755.jpg,HighBuilding
hydropower_944.jpg,DapThuyDien
building_45.jpg,HighBuilding
hydropower_385.jpg,DapThuyDien
hydropower_904.jpg,DapThuyDien
bridge_766.jpg,bridge
bridge_37.jpg,bridge
house_597.jpg,house
house_783.jpg,house
building_468.jpg,HighBuilding
river_893.jpg,river
bridge_184.jpg,bridge
building_508.jpg,HighBuilding
bridge_272.jpg,bridge
